bond_id,cusip,match_method,match_score,n_candidates,n_name_matches,finra_issuer_name,isin,nport_balance,nport_pctVal,Name,Par Value,par_ratio_nport_over_ishares
164,68389XCE3,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XCE31,15092000.0,0.045372245174,ORACLE CORPORATION,28362000,0.5321204428460616
165,126650CN8,coupon_maturity_name,1.0,1,1,CVS HEALTH CORP,US126650CN80,23985000.0,0.072316547209,CVS HEALTH CORP,28548000,0.8401639344262295
166,38141GYB4,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GYB49,24322000.0,0.073521125855,GOLDMAN SACHS GROUP INC/THE,27867000,0.8727886030071411
167,61747YGA7,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YGA73,21104000.0,0.072971168702,MORGAN STANLEY MTN,24381000,0.865592059390509
168,00206RMT6,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RMT67,18099000.0,0.062114795241,AT&T INC,24388000,0.7421272757093652
169,,no_coupon_maturity_candidates,,0,0,,,,,ORANGE SA,20934000,
170,38141GB86,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GB862,23742000.0,0.077375320413,GOLDMAN SACHS GROUP INC/THE,26246000,0.9045949859026138
171,437076AS1,coupon_maturity_name,1.0,1,1,HOME DEPOT INC,US437076AS19,22456000.0,0.08009104642,HOME DEPOT INC,23705000,0.9473106939464248
172,404280FM6,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280FM61,23101000.0,0.076679134606,HSBC HOLDINGS PLC,25097000,0.9204685819022194
173,00287YDW6,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YDW66,22458000.0,0.072560187774,ABBVIE INC,26293000,0.854143688434184
174,06051GKD0,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GKD06,23043000.0,0.069000983939,BANK OF AMERICA CORP MTN,27934000,0.8249087133958617
175,913017BT5,coupon_maturity_size,0.0,1,0,RTX CORP,US913017BT50,26739000.0,0.080133164342,RAYTHEON TECHNOLOGIES CORPORATION,28314000,0.9443738080101717
176,30303MAG7,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAG78,28631000.0,0.095804692737,META PLATFORMS INC,25116000,1.139950629081064
177,111021AE1,coupon_maturity_name,1.0,1,1,BRITISH TELECOMMUNICATIO,US111021AE12,15366000.0,0.061374891691,BRITISH TELECOMMUNICATIONS PLC,20943000,0.7337057728119181
178,023135DJ2,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DJ22,23856000.0,0.080536799667,AMAZON.COM INC,25842000,0.9231483631297888
179,377372AE7,coupon_maturity_name,1.0,1,1,GLAXOSMITHKLINE CAP INC,US377372AE71,18120000.0,0.067190171063,GLAXOSMITHKLINE CAPITAL INC,22630000,0.8007070260715864
180,46647PBJ4,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PBJ49,21465000.0,0.071703282962,JPMORGAN CHASE & CO,24671000,0.8700498561063597
181,031162CF5,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162CF59,27443000.0,0.07808733379,AMGEN INC,29903000,0.9177340066214092
182,38141GD35,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GD355,19130000.0,0.062902388234,GOLDMAN SACHS GROUP INC (FXD-FRN),25038000,0.7640386612349229
183,097023CV5,coupon_maturity_name,1.0,1,1,BOEING CO,US097023CV59,21401000.0,0.073211232326,BOEING CO,24343000,0.8791439017376659
184,02079KBK2,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KBK25,15482000.0,0.051253721873,ALPHABET INC,24633000,0.6285064750537896
185,38141GC93,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GC936,18355000.0,0.062529634582,GOLDMAN SACHS GROUP INC/THE,24073000,0.762472479541395
186,30303M8V7,coupon_maturity_name,1.0,2,1,META PLATFORMS INC,US30303M8V78,23025000.0,0.069043396697,META PLATFORMS INC,28380000,0.8113107822410148
187,46647PER3,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PER38,17467000.0,0.057897883391,JPMORGAN CHASE & CO,24746000,0.7058514507395135
188,46647PFE1,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFE16,26055000.0,0.084884890367,JPMORGAN CHASE & CO,25137000,1.0365198711063373
189,92343VGK4,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VGK44,28279000.0,0.073998205396,VERIZON COMMUNICATIONS INC,31903000,0.8864056671786352
190,10373QBU3,coupon_maturity_name,1.0,1,1,BP CAP MARKETS AMERICA,US10373QBU31,16071000.0,0.053924803424,BP CAPITAL MARKETS AMERICA INC,24118000,0.6663487851397296
191,95000U3V3,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3V39,22695000.0,0.077781307068,WELLS FARGO & COMPANY MTN,23653000,0.9594977381304697
192,61748UAM4,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAM45,26575000.0,0.087547127929,MORGAN STANLEY (FXD-FRN) MTN,24621000,1.0793631452824823
193,38141GC51,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GC514,23090000.0,0.076426551236,GOLDMAN SACHS GROUP INC/THE,24842000,0.929474277433379
194,92343VEU4,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VEU44,14703000.0,0.048646738814,VERIZON COMMUNICATIONS INC,24491000,0.6003429831366625
195,172967QH7,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967QH76,22548000.0,0.075259503724,CITIGROUP INC,24127000,0.9345546483193103
196,68389XDR3,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDR35,24307000.0,0.071300880567,ORACLE CORPORATION,29917000,0.812481197981081
197,00287YDU0,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YDU01,21710000.0,0.073926014356,ABBVIE INC,23622000,0.9190585047836762
198,68389XDH5,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDH52,23754000.0,0.07727400711,ORACLE CORPORATION,24936000,0.9525986525505293
199,95000U2G7,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U2G70,20752000.0,0.065757202141,WELLS FARGO & COMPANY MTN,25353000,0.8185224628249123
200,693475BU8,coupon_maturity_name,1.0,1,1,PNC FINANCIAL SERVICES,US693475BU84,16333000.0,0.060696229709,PNC FINANCIAL SERVICES GROUP INC (,21616000,0.7555977054034049
201,95000U2Z5,coupon_maturity_name,0.6666666666666666,1,1,WELLS FARGO & COMPANY,US95000U2Z51,26790000.0,0.075672850219,WELLS FARGO & COMPANY FX-FRN MTN,28908000,0.9267330842673308
202,023135DK9,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DK94,21399000.0,0.072403445269,AMAZON.COM INC,24752000,0.8645361990950227
203,172967MY4,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967MY46,21592000.0,0.065216240408,CITIGROUP INC,26406000,0.8176929485722941
204,38141GF41,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GF418,13985000.0,0.047245084568,GOLDMAN SACHS GROUP INC/THE MTN,23897000,0.5852199020797589
205,06051GJW0,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJW06,26042000.0,0.067609471583,BANK OF AMERICA CORP,30746000,0.8470044883887335
206,46647PBE5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PBE51,25360000.0,0.080080998376,JPMORGAN CHASE & CO,24972000,1.0155374018901169
207,30303M8U9,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8U95,23017000.0,0.076036820185,META PLATFORMS INC,23895000,0.9632559112785102
208,91324PFL1,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PFL13,20787000.0,0.067657203769,UNITEDHEALTH GROUP INC,24803000,0.8380841027295085
209,6174468P7,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US6174468P76,19123000.0,0.061658044104,MORGAN STANLEY,24323000,0.7862105825761625
210,05724BAP4,coupon_maturity_name,0.6666666666666666,1,1,BAKER HUGHES LLC/CO-OBL,US05724BAP40,14743000.0,0.048685668881,BAKER HUGHES HOLDINGS LLC,24165000,0.6100972480860749
211,716973AF9,coupon_maturity_name,1.0,1,1,PFIZER INVESTMENT ENTER,US716973AF98,21175000.0,0.067471994113,PFIZER INVESTMENT ENTERPRISES PTE,25109000,0.8433231112350154
212,61747YFV2,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFV20,21546000.0,0.069986340749,MORGAN STANLEY MTN,24812000,0.8683701434789618
213,92826CAF9,coupon_maturity_name,1.0,1,1,VISA INC,US92826CAF95,24103000.0,0.069655792184,VISA INC,27754000,0.868451394393601
214,38141GYN8,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GYN86,22616000.0,0.067538338842,GOLDMAN SACHS GROUP INC/THE,26182000,0.8637995569475212
215,38141GB37,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GB375,21104000.0,0.071286984821,GOLDMAN SACHS GROUP INC/THE,22794000,0.9258576818460998
216,61747YGC3,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YGC30,24818000.0,0.084543157361,MORGAN STANLEY MTN,23072000,1.0756761442441054
217,17327CAT0,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US17327CAT09,20485000.0,0.068473748288,CITIGROUP INC,23030000,0.8894919669995658
218,002824BT6,coupon_maturity_name,1.0,1,1,ABBOTT LABORATORIES,US002824BT63,21117000.0,0.069013010781,ABBOTT LABORATORIES,23640000,0.8932741116751269
219,66989HBJ6,coupon_maturity_name,1.0,1,1,NOVARTIS CAPITAL CORP,US66989HBJ68,15466000.0,0.051683016915,NOVARTIS CAPITAL CORP,22861000,0.6765233366869341
220,031162DU1,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162DU18,18836000.0,0.061215376539,AMGEN INC,23667000,0.7958761144209237
221,11135FCT6,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FCT66,23762000.0,0.071783361865,BROADCOM INC,25447000,0.9337839430974182
222,38141GA95,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GA955,16985000.0,0.059348772876,GOLDMAN SACHS GROUP INC/THE,21759000,0.7805965347672228
223,02079KBL0,coupon_maturity_name,1.0,2,1,ALPHABET INC,US02079KBL08,23608000.0,0.077980061191,ALPHABET INC,22901000,1.0308720143225187
224,172967EW7,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967EW71,13912000.0,0.058306168359,CITIGROUP INC,18347000,0.7582711069929688
225,023135BJ4,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135BJ40,24186000.0,0.065232681858,AMAZON.COM INC,29030000,0.8331381329658973
226,95000U2J1,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U2J10,22754000.0,0.070845994975,WELLS FARGO & COMPANY MTN,24030000,0.9468997086974615
227,20030NDS7,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NDS71,36908000.0,0.072222017271,COMCAST CORPORATION,41250000,0.894739393939394
228,46647PFG6,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFG63,19206000.0,0.06336561118,JPMORGAN CHASE & CO (FXD-FRN),22923000,0.8378484491558696
229,06051GJB6,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJB68,20492000.0,0.063621155462,BANK OF AMERICA CORP MTN,24070000,0.8513502285002077
230,17327CAQ6,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US17327CAQ69,18455000.0,0.056166790687,CITIGROUP INC,24308000,0.7592150732269212
231,458140CG3,coupon_maturity_name,1.0,1,1,INTEL CORP,US458140CG35,16324000.0,0.055513562956,INTEL CORPORATION,21619000,0.7550765530320551
232,92343VGZ1,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VGZ13,14817000.0,0.049988576313,VERIZON COMMUNICATIONS INC,22076000,0.6711813734372168
233,023135CW4,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135CW42,26736000.0,0.085634780112,AMAZON.COM INC,24393000,1.09605214610749
234,404280DH9,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280DH94,17666000.0,0.060263439417,HSBC HOLDINGS PLC,21440000,0.8239738805970149
235,00206RGQ9,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RGQ92,16075000.0,0.053474283888,AT&T INC,22031000,0.7296536698288775
236,02079KBB2,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KBB26,21073000.0,0.068985061749,ALPHABET INC,23908000,0.8814204450393174
237,031162DS6,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162DS61,18600000.0,0.061937335518,AMGEN INC,22210000,0.8374606033318325
238,46647PBL9,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PBL94,19975000.0,0.061890675698,JPMORGAN CHASE & CO,23633000,0.8452164346464689
239,38141GXG4,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GXG45,9029000.0,0.028250683361,GOLDMAN SACHS GROUP INC/THE,23296000,0.3875772664835165
240,716973AD4,coupon_maturity_name,1.0,1,1,PFIZER INVESTMENT ENTER,US716973AD41,9934000.0,0.033516827902,PFIZER INVESTMENT ENTERPRISES PTE,21714000,0.4574928617481809
241,097023DT9,coupon_maturity_name,1.0,1,1,BOEING CO/THE,US097023DT94,18001000.0,0.068203402064,BOEING CO,19774000,0.9103368059067463
242,87264ACY9,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ACY91,20311000.0,0.068687959063,T-MOBILE USA INC,22052000,0.9210502448757483
243,17325FBP2,coupon_maturity_name,1.0,1,1,CITIBANK NA,US17325FBP27,16822000.0,0.057194470204,CITIBANK NA,21486000,0.7829284185050731
244,11135FBP5,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FBP53,24613000.0,0.070326546728,BROADCOM INC,25876000,0.9511902921626217
245,87938WAC7,coupon_maturity_name,1.0,1,1,TELEFONICA EMISIONES SAU,US87938WAC73,15799000.0,0.058759934779,TELEFONICA EMISIONES SAU,19852000,0.7958392101551481
246,30303M8H8,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8H84,22172000.0,0.070589612018,META PLATFORMS INC,22627000,0.9798912803288107
247,38145GAT7,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38145GAT76,24205000.0,0.078438894107,GOLDMAN SACHS GROUP INC/THE,23153000,1.0454368764307
248,718172DB2,coupon_maturity_name,0.5,1,1,PHILIP MORRIS INTL INC,US718172DB29,14834000.0,0.051309155406,PHILIP MORRIS INTERNATIONAL INC,20659000,0.7180405634348226
249,694308JM0,coupon_maturity_name,1.0,1,1,PACIFIC GAS & ELECTRIC,US694308JM04,22098000.0,0.073181842458,PACIFIC GAS AND ELECTRIC COMPANY,21845000,1.0115815976195925
250,17275RBS0,coupon_maturity_name,1.0,1,1,CISCO SYSTEMS INC,US17275RBS04,15770000.0,0.054050352061,CISCO SYSTEMS INC,20848000,0.7564274750575595
251,594918CD4,coupon_maturity_name,1.0,1,1,MICROSOFT CORP,US594918CD48,26143000.0,0.049256755405,MICROSOFT CORPORATION,40669000,0.6428237724065012
252,00206RJY9,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RJY99,16141000.0,0.049410883003,AT&T INC,23612000,0.6835930882602067
253,097023DS1,coupon_maturity_name,1.0,1,1,BOEING CO/THE,US097023DS12,18774000.0,0.068841807002,BOEING CO,19619000,0.9569295071104541
254,110122EK0,coupon_maturity_name,1.0,1,1,BRISTOL-MYERS SQUIBB CO,US110122EK02,18751000.0,0.06125204808,BRISTOL-MYERS SQUIBB CO,22155000,0.8463552245542767
255,61747YFL4,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFL48,18097000.0,0.06194614264,MORGAN STANLEY,21263000,0.8511028547241687
256,05964HAV7,coupon_maturity_name,1.0,1,1,BANCO SANTANDER SA,US05964HAV78,15029000.0,0.054816135221,BANCO SANTANDER SA,19246000,0.7808895354878936
257,68389XEC5,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XEC56,19771000.0,0.06360534008,ORACLE CORPORATION,23717000,0.8336214529662268
258,404280CT4,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280CT42,22440000.0,0.068138345901,HSBC HOLDINGS PLC,23452000,0.9568480300187617
259,110122EH7,coupon_maturity_name,1.0,1,1,BRISTOL-MYERS SQUIBB CO,US110122EH72,17759000.0,0.061043011247,BRISTOL-MYERS SQUIBB CO,20538000,0.8646898432174506
260,95000U3N1,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3N13,14364000.0,0.048242110698,WELLS FARGO & COMPANY MTN,21098000,0.6808228268082283
261,125523AK6,coupon_maturity_name,1.0,1,1,CIGNA GROUP/THE,US125523AK66,20776000.0,0.061199578985,CIGNA GROUP,24442000,0.8500122739546682
262,61747YFG5,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFG52,17415000.0,0.059624107296,MORGAN STANLEY MTN,20805000,0.8370583994232156
263,38141GXH2,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GXH28,12786000.0,0.041643977996,GOLDMAN SACHS GROUP INC/THE,21411000,0.5971696791368922
264,694308JN8,coupon_maturity_name,1.0,1,1,PACIFIC GAS & ELECTRIC,US694308JN86,22959000.0,0.064543017218,PACIFIC GAS AND ELECTRIC COMPANY,25498000,0.9004235626323633
265,404280ES4,coupon_maturity_name,0.5,1,1,HSBC HOLDINGS PLC,US404280ES41,15616000.0,0.052878520398,HSBC HOLDINGS PLC FXD-FLT,20506000,0.7615332097922559
266,46647PBX3,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PBX33,22212000.0,0.065743880319,JPMORGAN CHASE & CO,23416000,0.9485821660403143
267,871607AE7,coupon_maturity_name,1.0,1,1,SYNOPSYS INC,US871607AE70,16337000.0,0.054742379213,SYNOPSYS INC,20826000,0.7844521271487563
268,87264AAZ8,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264AAZ84,25713000.0,0.07037501743,T-MOBILE USA INC,26200000,0.9814122137404581
269,06051GML0,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GML04,19029000.0,0.064946776205,BANK OF AMERICA CORP (FXD-FLT) MTN,20023000,0.9503570893472507
270,037833CD0,coupon_maturity_name,1.0,1,1,APPLE INC,US037833CD08,19908000.0,0.053556665873,APPLE INC,26287000,0.757332521778826
271,023135BF2,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135BF28,18658000.0,0.056422359682,AMAZON.COM INC,23155000,0.8057870870222414
272,6174468U6,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US6174468U61,19018000.0,0.05554265453,MORGAN STANLEY MTN,23599000,0.8058816051527607
273,17275RBT8,coupon_maturity_name,1.0,1,1,CISCO SYSTEMS INC,US17275RBT86,15820000.0,0.053849774228,CISCO SYSTEMS INC,20200000,0.7831683168316832
274,172967NU1,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967NU15,15321000.0,0.051257570145,CITIGROUP INC,20624000,0.7428723816912335
275,59023VAA8,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US59023VAA89,14567000.0,0.058398948423,BANK OF AMERICA CORP,17297000,0.8421691622824767
276,36267VAK9,coupon_maturity_name,1.0,1,1,GE HEALTHCARE TECH INC,US36267VAK98,13793000.0,0.048873206195,GE HEALTHCARE TECHNOLOGIES INC,19494000,0.7075510413460552
277,30231GAW2,coupon_maturity_name,1.0,1,1,EXXON MOBIL CORPORATION,US30231GAW24,19245000.0,0.05385789367,EXXON MOBIL CORP,24972000,0.7706631427198463
278,002824BH2,coupon_maturity_name,1.0,1,1,ABBOTT LABORATORIES,US002824BH26,21412000.0,0.065807231096,ABBOTT LABORATORIES,22761000,0.9407319537805896
279,61747YEH4,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YEH45,21315000.0,0.063432363897,MORGAN STANLEY MTN,23174000,0.9197807888150513
280,11135FCM1,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FCM14,16243000.0,0.054811259204,BROADCOM INC,20753000,0.7826820218763553
281,00206RNN8,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RNN88,19283000.0,0.064061264697,AT&T INC,20930000,0.9213091256569518
282,17275RAD4,coupon_maturity_name,1.0,1,1,CISCO SYSTEMS INC,US17275RAD44,14706000.0,0.052536384171,CISCO SYSTEMS INC,19107000,0.7696655675930287
283,00206RCP5,coupon_maturity_name,1.0,2,1,AT&T INC,US00206RCP55,16835000.0,0.053727151182,AT&T INC,21722000,0.7750207163244637
284,11135FCQ2,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FCQ28,19960000.0,0.06083017251,BROADCOM INC,22316000,0.8944255242875068
285,6174468X0,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US6174468X01,22029000.0,0.064429791434,MORGAN STANLEY MTN,23317000,0.9447613329330531
286,46647PEY8,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEY88,17760000.0,0.060577216978,JPMORGAN CHASE & CO,19877000,0.8934949942144187
287,46647PES1,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PES11,15722000.0,0.052443202096,JPMORGAN CHASE & CO,20809000,0.7555384689317123
288,17327CBA0,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US17327CBA09,17257000.0,0.05835230096,CITIGROUP INC,19955000,0.8647957905286896
289,66989HBH0,coupon_maturity_name,1.0,1,1,NOVARTIS CAPITAL CORP,US66989HBH03,15223000.0,0.050743287479,NOVARTIS CAPITAL CORP,20267000,0.7511225144323285
290,30303M8W5,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8W51,19158000.0,0.056983676613,META PLATFORMS INC,23717000,0.8077750137032509
291,59022CAJ2,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US59022CAJ27,15303000.0,0.054197050315,BANK OF AMERICA CORP,18892000,0.810025407579928
292,92343VHG2,coupon_maturity_name,1.0,2,1,VERIZON COMMUNICATIONS,US92343VHG23,17026000.0,0.056106930392,VERIZON COMMUNICATIONS INC,20974000,0.8117669495565939
293,404280DV8,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280DV88,11943000.0,0.042654067946,HSBC HOLDINGS PLC,18770000,0.6362812999467234
294,023135BZ8,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135BZ81,22672000.0,0.068130682832,AMAZON.COM INC,22640000,1.0014134275618374
295,30303M8Q8,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8Q83,20719000.0,0.064281541508,META PLATFORMS INC,22925000,0.903773173391494
296,02079KAW7,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KAW71,13841000.0,0.045973364389,ALPHABET INC,20378000,0.6792128766316616
297,66989HBL1,coupon_maturity_name,1.0,1,1,NOVARTIS CAPITAL CORP,US66989HBL15,15094000.0,0.051421445378,NOVARTIS CAPITAL CORP,20057000,0.7525552176297552
298,11135FCV1,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FCV13,27712000.0,0.07423728637,BROADCOM INC,25467000,1.0881532964228218
299,68389XCK9,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XCK90,17563000.0,0.058021232731,ORACLE CORPORATION,22306000,0.7873666278131445
300,172967QA2,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967QA24,11768000.0,0.039776725232,CITIGROUP INC (FXD-FRN),19842000,0.59308537445822
301,68389XBX2,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XBX21,32315000.0,0.067658039186,ORACLE CORPORATION,34566000,0.9348782040155066
302,89788MAS1,coupon_maturity_name,1.0,1,1,TRUIST FINANCIAL CORP,US89788MAS17,14671000.0,0.050791542821,TRUIST FINANCIAL CORP MTN,19105000,0.7679141585972259
303,92343VEA8,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VEA89,10936000.0,0.035687765661,VERIZON COMMUNICATIONS INC,20444000,0.5349246722754842
304,532457DR6,coupon_maturity_name,1.0,1,1,ELI LILLY & CO,US532457DR63,17020000.0,0.056717646583,ELI LILLY AND COMPANY,20246000,0.8406598834337647
305,91324PES7,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PES74,13425000.0,0.045207945668,UNITEDHEALTH GROUP INC,19882000,0.675233879891359
306,00287YAS8,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YAS81,19216000.0,0.057657433737,ABBVIE INC,22724000,0.845625770110896
307,459200KC4,coupon_maturity_size,0.0,1,0,IBM CORP,US459200KC42,22957000.0,0.060463599893,INTERNATIONAL BUSINESS MACHINES CO,26746000,0.8583339564794735
308,404280ER6,coupon_maturity_size,0.3333333333333333,1,0,HSBC HOLDINGS PLC,US404280ER67,18159000.0,0.061506649568,HSBC HOLDINGS PLC FXD-TO-FLT MTN,19453000,0.9334806970647201
309,46647PEQ5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEQ54,14952000.0,0.050133947354,JPMORGAN CHASE & CO,19769000,0.7563356770701604
310,404280FQ7,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280FQ75,15235000.0,0.051075570238,HSBC HOLDINGS PLC,19787000,0.7699499671501491
